Entry	Entry name	Gene names
P18956	GGT_ECOLI	ggt b3447 JW3412
P0A9S5	GLDA_ECOLI	gldA b3945 JW5556
P0ADE8	YGFZ_ECOLI	ygfZ yzzW b2898 JW2866
P25527	GABP_ECOLI	gabP b2663 JW2638
P0ACF8	HNS_ECOLI	hns bglY cur drdX hnsA msyA osmZ pilG topS b1237 JW1225
P27247	PLSX_ECOLI	plsX b1090 JW5156
P0DMC7	RCSB_ECOLI	rcsB b2217 JW2205
P0AG27	YIBN_ECOLI	yibN b3611 JW3586
P0AFV2	YHID_ECOLI	yhiD yhhE b3508 JW5670
P31133	POTF_ECOLI	potF b0854 JW0838
P64574	YGHW_ECOLI	yghW b2998 JW2966
P75769	YBHM_ECOLI	ybhM b0787 JW0770
P06149	DLD_ECOLI	dld b2133 JW2121
P0A8R7	YCJF_ECOLI	ycjF b1322 JW1315
P0ABG4	FTSW_ECOLI	ftsW b0089 JW0087
P0ABK5	CYSK_ECOLI	cysK cysZ b2414 JW2407
P31063	YEDD_ECOLI	yedD b1928 JW1913
P0A7H0	RECF_ECOLI	recF uvrF b3700 JW3677
P76014	DHAL_ECOLI	dhaL ycgS b1199 JW5186
P09373	PFLB_ECOLI	pflB pfl b0903 JW0886
P30845	EPTA_ECOLI	eptA pmrC yjdB b4114 JW5730
P30750	METN_ECOLI	metN abc b0199 JW0195
P07021	YFIB_ECOLI	yfiB b2605 JW2586
P0A6V1	GLGC_ECOLI	glgC b3430 JW3393
P0AG93	SECF_ECOLI	secF b0409 JW0399
P0ABF8	PGSA_ECOLI	pgsA b1912 JW1897
P37659	BCSG_ECOLI	bcsG yhjU b3538 JW3506
P21893	RECJ_ECOLI	recJ b2892 JW2860
P11289	YFIL_ECOLI	yfiL b2602 JW5412
P26266	FEPE_ECOLI	fepE b0587 JW0579
P0AFM2	PROX_ECOLI	proX proU b2679 JW2654
P0AGB6	RPOE_ECOLI	rpoE sigE b2573 JW2557
P63389	YHES_ECOLI	yheS b3352 JW3315
P33231	LLDP_ECOLI	lldP lctP b3603 JW3578
P0AEZ1	METF_ECOLI	metF b3941 JW3913
P00936	CYAA_ECOLI	cyaA cya b3806 JW3778
P37648	YHJJ_ECOLI	yhjJ b3527 JW3495
P76182	RSXD_ECOLI	rsxD rnfD ydgO b1630 JW1622
P64585	YQJE_ECOLI	yqjE b3099 JW3070
P41441	GSPF_ECOLI	gspF hofF hopF b3327 JW3289
P0A6Q6	FABZ_ECOLI	fabZ sefA yaeA b0180 JW0175
P0AC05	FLIP_ECOLI	fliP flaR b1948 JW1932
P13482	TREA_ECOLI	treA osmA b1197 JW1186
P32715	MDTO_ECOLI	mdtO yjcQ b4081 JW4042
P0AAC4	YBHL_ECOLI	ybhL b0786 JW0769
P0AEL0	FDOI_ECOLI	fdoI b3892 JW3863
P17846	CYSI_ECOLI	cysI b2763 JW2733
P06616	ERA_ECOLI	era rbaA sdgE b2566 JW2550
P37050	YADN_ECOLI	yadN b0141 JW0137
P52108	RSTA_ECOLI	rstA urpT b1608 JW1600
P62620	ISPG_ECOLI	ispG gcpE b2515 JW2499
P64596	YRAP_ECOLI	yraP b3150 JW3119
P11286	YIAB_ECOLI	yiaB b3563 JW5654
P0ABM9	CCMH_ECOLI	ccmH yejP b2194 JW2182
P32689	YJBH_ECOLI	yjbH b4029 JW3989
P76172	YNFD_ECOLI	ynfD b1586 JW5259
P23890	CADC_ECOLI	cadC b4133 JW4094
P08201	NIRB_ECOLI	nirB b3365 JW3328
P0ABT2	DPS_ECOLI	dps pexB vtm b0812 JW0797
P77328	YBBY_ECOLI	ybbY glxB4 b0513 JW0501
P33341	YEHB_ECOLI	yehB b2109 JW2096
P0A6F3	GLPK_ECOLI	glpK b3926 JW3897
P27306	STHA_ECOLI	sthA sth udhA b3962 JW5551
P60293	MUKF_ECOLI	mukF kicB b0922 JW0905
P15047	ENTA_ECOLI	entA b0596 JW0588
P16429	HYCC_ECOLI	hycC hevC b2723 JW2693
P30855	EVGS_ECOLI	evgS b2370 JW2367
P02920	LACY_ECOLI	lacY b0343 JW0334
P0AEK2	FABG_ECOLI	fabG b1093 JW1079
P0A6H1	CLPX_ECOLI	clpX lopC b0438 JW0428
Q47622	SAPA_ECOLI	sapA b1294 JW1287
P13518	CSRD_ECOLI	csrD yhdA b3252 JW3221
P33650	FEOB_ECOLI	feoB b3409 JW3372
P76090	YNBA_ECOLI	ynbA b1408 JW1405
P45546	YHFT_ECOLI	yhfT b3377 JW3340
P77672	LSRC_ECOLI	lsrC ydeY b1514 JW1507
P0AA43	RSUA_ECOLI	rsuA yejD b2183 JW2171
P31979	NUOF_ECOLI	nuoF b2284 JW2279
P0A786	PYRB_ECOLI	pyrB b4245 JW4204
P09835	UHPB_ECOLI	uhpB b3668 JW3643
P43329	HRPA_ECOLI	hrpA b1413 JW5905
P31119	AAS_ECOLI	aas b2836 JW2804
P37650	BCSC_ECOLI	bcsC yhjL b3530 JW5942
P76268	KDGR_ECOLI	kdgR yebP b1827 JW1816
P23847	DPPA_ECOLI	dppA b3544 JW3513
P0ABD5	ACCA_ECOLI	accA b0185 JW0180
P19318	NARY_ECOLI	narY b1467 JW1462
P0ABA4	ATPD_ECOLI	atpH papE uncH b3735 JW3713
P33232	LLDD_ECOLI	lldD lctD b3605 JW3580
P42915	YRAJ_ECOLI	yraJ b3144 JW3113
P0AAG0	DPPD_ECOLI	dppD b3541 JW3510
P75821	YBJS_ECOLI	ybjS b0868 JW5819
P0AG86	SECB_ECOLI	secB b3609 JW3584
P76299	FLHB_ECOLI	flhB yecQ b1880 JW1869
P0A799	PGK_ECOLI	pgk b2926 JW2893
P0A908	MIPA_ECOLI	mipA yeaF b1782 JW1771
P0AGI1	RBSC_ECOLI	rbsC b3750 JW3729
P0ADK8	YIBL_ECOLI	yibL b3602 JW3577
P37690	ENVC_ECOLI	envC yibP b3613 JW5646
P0AEZ3	MIND_ECOLI	minD b1175 JW1164
P25665	METE_ECOLI	metE b3829 JW3805
P14175	PROV_ECOLI	proV b2677 JW2652
P39451	ADHP_ECOLI	adhP yddN b1478 JW1474
P52005	TORY_ECOLI	torY yecK b1873 JW1862
P0A972	CSPE_ECOLI	cspE gicA msmC b0623 JW0618
P0AEC8	DCUS_ECOLI	dcuS yjdH b4125 JW4086
P64536	YEIS_ECOLI	yeiS b2145 JW5359
P0A710	YCIB_ECOLI	yciB ispZ b1254 JW1246
P77619	YFEW_ECOLI	yfeW pbp4B b2430 JW5395
P46125	YEDI_ECOLI	yedI b1958 JW1941
P77265	MDLA_ECOLI	mdlA mdl b0448 JW0438
P21503	YCAD_ECOLI	ycaD b0898 JW0881
P0AFX9	RSEB_ECOLI	rseB b2571 JW2555
P05055	PNP_ECOLI	pnp b3164 JW5851
P00579	RPOD_ECOLI	rpoD alt b3067 JW3039
P0A6P5	DER_ECOLI	der engA yfgK b2511 JW5403
P75835	YCAM_ECOLI	ycaM b0899 JW5119
P0A948	RIMJ_ECOLI	rimJ b1066 JW1053
P0AGH5	SAPC_ECOLI	sapC b1292 JW1285
P75892	RUTG_ECOLI	rutG ycdG b1006 JW5137
P0AFA7	NHAB_ECOLI	nhaB b1186 JW1175
P29013	YCGB_ECOLI	ycgB b1188 JW1177
P02930	TOLC_ECOLI	tolC colE1-i mtcB mukA refI toc weeA b3035 JW5503
P0AF43	YJBB_ECOLI	yjbB b4020 JW3980
P39407	YJJU_ECOLI	yjjU b4377 JW4340
P75954	YCFS_ECOLI	ycfS b1113 JW5820
P76230	YDJK_ECOLI	ydjK b1775 JW5290
P0ADS2	ZAPA_ECOLI	zapA ygfE b2910 JW2878
P0AEX9	MALE_ECOLI	malE b4034 JW3994
P0A9G6	ACEA_ECOLI	aceA icl b4015 JW3975
P0A8H6	YIHI_ECOLI	yihI b3866 JW3837
P0A8J4	YBED_ECOLI	ybeD b0631 JW0626
P28249	ASMA_ECOLI	asmA yegA b2064 JW2049
P64622	YHDV_ECOLI	yhdV b3267 JW3235
P63883	AMIC_ECOLI	amiC ygdN b2817 JW5449
P16676	CYSA_ECOLI	cysA b2422 JW2415
P76193	YNHG_ECOLI	ynhG b1678 JW1668
P33218	YEBE_ECOLI	yebE b1846 JW1835
P0AFH8	OSMY_ECOLI	osmY b4376 JW4338
P75796	GSIA_ECOLI	gsiA yliA b0829 JW5897
Q46834	YGHF_ECOLI	yghF b2970 JW5484
P24251	CRL_ECOLI	crl b0240 JW0230
P76198	YDIN_ECOLI	ydiN b1691 JW5274
P46122	YAJI_ECOLI	yajI b0412 JW5056
P33602	NUOG_ECOLI	nuoG b2283 JW2278
P31224	ACRB_ECOLI	acrB acrE b0462 JW0451
P77485	CUSS_ECOLI	cusS ybcZ b0570 JW5082
P0ABD3	BFR_ECOLI	bfr b3336 JW3298
Q46829	BGLA_ECOLI	bglA bglD yqfC b2901 JW2869
P0A6Y8	DNAK_ECOLI	dnaK groP grpF seg b0014 JW0013
P67127	YGDQ_ECOLI	ygdQ b2832 JW2800
P27303	EMRA_ECOLI	emrA b2685 JW2660
P22106	ASNB_ECOLI	asnB b0674 JW0660
P0A6Z1	HSCA_ECOLI	hscA hsc b2526 JW2510
P52636	YCCM_ECOLI	yccM b0992 JW0977
P77318	YDEN_ECOLI	ydeN b1498 JW5243
P77400	YBAT_ECOLI	ybaT b0486 JW0475
P0ADM4	YIDQ_ECOLI	yidQ b3688 JW5633
P77795	YDCT_ECOLI	ydcT b1441 JW1436
P0AFH6	OPPC_ECOLI	oppC b1245 JW1237
P0AE06	ACRA_ECOLI	acrA lir mtcA b0463 JW0452
P52067	FSR_ECOLI	fsr b0479 JW0468
P75851	SSUC_ECOLI	ssuC ycbM b0934 JW5121
P0ABA6	ATPG_ECOLI	atpG papC uncG b3733 JW3711
P24203	YJIA_ECOLI	yjiA b4352 JW5790
P66817	DIAA_ECOLI	diaA yraO b3149 JW3118
Q47706	UIDC_ECOLI	uidC gusC b1615 JW1607
P46889	FTSK_ECOLI	ftsK b0890 JW0873
P61889	MDH_ECOLI	mdh b3236 JW3205
P0A901	BLC_ECOLI	blc yjeL b4149 JW4110
P69210	MDTI_ECOLI	mdtI ydgE b1599 JW1591
P76399	MDTC_ECOLI	mdtC yegO b2076 JW2061
P0A8E7	YAJQ_ECOLI	yajQ b0426 JW5058
P00804	LSPA_ECOLI	lspA lsp b0027 JW0025
P07862	DDLB_ECOLI	ddlB ddl b0092 JW0090
P0AFU0	YEJB_ECOLI	yejB b2178 JW2166
P08622	DNAJ_ECOLI	dnaJ groP b0015 JW0014
P0A6P9	ENO_ECOLI	eno b2779 JW2750
P0ACQ4	OXYR_ECOLI	oxyR momR mor b3961 JW3933
P31677	OTSA_ECOLI	otsA b1896 JW5312
P09372	GRPE_ECOLI	grpE b2614 JW2594
P0A924	PGPB_ECOLI	pgpB b1278 JW1270
P76350	SHIA_ECOLI	shiA yeeM b1981 JW1962
P75882	GFCD_ECOLI	gfcD ymcA b0984 JW0967
P0A7Y0	RNC_ECOLI	rnc b2567 JW2551
P26647	PLSC_ECOLI	plsC parF b3018 JW2986
P0AD68	FTSI_ECOLI	ftsI pbpB b0084 JW0082
P0A6U8	GLGA_ECOLI	glgA b3429 JW3392
P29018	CYDD_ECOLI	cydD htrD b0887 JW0870
P0AA73	YHBE_ECOLI	yhbE b3184 JW3151
P0AEL6	FEPB_ECOLI	fepB b0592 JW0584
P0A6J5	DADA_ECOLI	dadA dadR b1189 JW1178
P0AEQ3	GLNH_ECOLI	glnH b0811 JW0796
P64448	YNBE_ECOLI	ynbE b1382 JW1377
P0A6Z3	HTPG_ECOLI	htpG b0473 JW0462
P60869	YBJL_ECOLI	ybjL b0847 JW0831
P37747	GLF_ECOLI	glf yefE b2036 JW2021
P39342	YJGR_ECOLI	yjgR b4263 JW4220
P02929	TONB_ECOLI	tonB exbA b1252 JW5195
P33363	BGLX_ECOLI	bglX yohA b2132 JW2120
P75749	YBGP_ECOLI	ybgP b0717 JW0707
P0AAH8	SAPF_ECOLI	sapF b1290 JW1283
P0AEJ6	EUTB_ECOLI	eutB b2441 JW2434
P76146	YNEE_ECOLI	yneE b1520 JW5245
P0AD03	YEBS_ECOLI	yebS b1833 JW1822
P0ABP3	DCUC_ECOLI	dcuC b0621 JW0613/JW0616
P77228	YDFJ_ECOLI	ydfJ b1543 JW1536 b4600
P0AFM6	PSPA_ECOLI	pspA b1304 JW1297
P43672	UUP_ECOLI	uup ycbH ycbI b0949 JW0932
P0AG82	PSTS_ECOLI	pstS phoS b3728 JW3706
P0A905	SLYB_ECOLI	slyB b1641 JW1633
P0AE95	CSGE_ECOLI	csgE b1039 JW1022
P0AES9	HDEA_ECOLI	hdeA yhhC yhiB b3510 JW3478
P0ABJ3	CYOC_ECOLI	cyoC b0430 JW0420
P0AAB6	GALF_ECOLI	galF wcaN b2042 JW2027
P25888	RHLE_ECOLI	rhlE b0797 JW0781
P65292	YGDI_ECOLI	ygdI b2809 JW5448
P15993	AROP_ECOLI	aroP b0112 JW0108
P0A769	MNTH_ECOLI	mntH yfeP b2392 JW2388
P0AFY6	SBMA_ECOLI	sbmA b0377 JW0368
P0AG34	RHTB_ECOLI	rhtB yigK b3824 JW5585
P64429	YPFJ_ECOLI	ypfJ b2475 JW2460
P0AER8	GLTS_ECOLI	gltS gltC b3653 JW3628
P0A780	NUSB_ECOLI	nusB groNB ssyB b0416 JW0406
P0A6E6	ATPE_ECOLI	atpC papG uncC b3731 JW3709
P25746	HFLD_ECOLI	hflD ycfC b1132 JW5165
P37689	GPMI_ECOLI	gpmI pgmI yibO b3612 JW3587
P46923	TORZ_ECOLI	torZ bisZ b1872 JW1861
P0ADB1	OSME_ECOLI	osmE anr b1739 JW1728
P39838	RCSD_ECOLI	rcsD yojN yojP yojQ b2216 JW2204
P02943	LAMB_ECOLI	lamB malB b4036 JW3996
P0A6X7	IHFA_ECOLI	ihfA hid himA b1712 JW1702
P13656	CHIA_ECOLI	chiA yheB b3338 JW3300
Q2M7R5	YIBT_ECOLI	yibT b4554 JW3576
P0A763	NDK_ECOLI	ndk b2518 JW2502
P0A8Q0	FRDC_ECOLI	frdC b4152 JW4113
P31120	GLMM_ECOLI	glmM mrsA yhbF b3176 JW3143
P09394	GLPQ_ECOLI	glpQ b2239 JW2233
P0AEK4	FABI_ECOLI	fabI envM b1288 JW1281
Q47536	YAIP_ECOLI	yaiP b0363 JW0355
P0AE82	CPXA_ECOLI	cpxA ecfB eup ssd b3911 JW3882
P75757	ZITB_ECOLI	zitB ybgR b0752 JW0735
P43667	YGAH_ECOLI	ygaH b2683 JW2658
P39264	FIMI_ECOLI	fimI b4315 JW5779
P69874	POTA_ECOLI	potA b1126 JW1112
P0AFC3	NUOA_ECOLI	nuoA b2288 JW2283
P06971	FHUA_ECOLI	fhuA tonA b0150 JW0146
P0AEF8	DPPB_ECOLI	dppB b3543 JW3512
P76297	FLHE_ECOLI	flhE b1878 JW1867
P0A836	SUCC_ECOLI	sucC b0728 JW0717
P76352	YEEO_ECOLI	yeeO b1985 JW1965
P37765	RLUB_ECOLI	rluB yciL b1269 JW1261
P0ABC3	HFLC_ECOLI	hflC hflA b4175 JW4133
P12998	BIOF_ECOLI	bioF b0776 JW0759
P45469	YRAR_ECOLI	yraR b3152 JW5528
P23721	SERC_ECOLI	serC pdxC pdxF b0907 JW0890
P0A8V0	RBN_ECOLI	rbn elaC rnz b2268 JW2263
P23886	CYDC_ECOLI	cydC mdrA mdrH surB b0886 JW0869
P0ADI9	YHHN_ECOLI	yhhN b3468 JW3433
P76197	YDIM_ECOLI	ydiM b1690 JW1680
P31064	YEDE_ECOLI	yedE b1929 JW1914
P39338	YJGN_ECOLI	yjgN b4257 JW5759
P0A912	PAL_ECOLI	pal excC b0741 JW0731
P0C0L7	PROP_ECOLI	proP b4111 JW4072
P75728	UBIF_ECOLI	ubiF yleB b0662 JW0659
P04693	TYRB_ECOLI	tyrB b4054 JW4014
P07117	PUTP_ECOLI	putP b1015 JW1001
P08192	FOLC_ECOLI	folC dedC b2315 JW2312
P0A9M8	PTA_ECOLI	pta b2297 JW2294
P0ABN5	DCUA_ECOLI	dcuA genA b4138 JW5735
P36767	RDGC_ECOLI	rdgC yaiD b0393 JW0384
P0ABW5	SFMA_ECOLI	sfmA b0530 JW0519
P22333	ADD_ECOLI	add b1623 JW1615
P33135	FLIR_ECOLI	fliR flaP b1950 JW1934
P0A812	RUVB_ECOLI	ruvB b1860 JW1849
P33342	YEHC_ECOLI	yehC b2110 JW2097
P0A850	TIG_ECOLI	tig b0436 JW0426
P69432	PGAD_ECOLI	pgaD ycdP b1021 JW1006
P13033	GLPB_ECOLI	glpB b2242 JW2236
P31678	OTSB_ECOLI	otsB b1897 JW1886
P45470	YHBO_ECOLI	yhbO b3153 JW5529
P23909	MUTS_ECOLI	mutS fdv b2733 JW2703
P31549	THIP_ECOLI	thiP yabK b0067 JW0066
P39832	ZNUB_ECOLI	znuB yebI b1859 JW1848
P0AF32	NARV_ECOLI	narV b1465 JW1460
P75949	NAGZ_ECOLI	nagZ ycfO b1107 JW1093
P0A9A6	FTSZ_ECOLI	ftsZ sfiB sulB b0095 JW0093
P0ADR2	YGDD_ECOLI	ygdD b2807 JW2778
P17952	MURC_ECOLI	murC b0091 JW0089
P21507	SRMB_ECOLI	srmB rbaB rhlA b2576 JW2560
P0C054	IBPA_ECOLI	ibpA hslT htpN b3687 JW3664
P02924	ARAF_ECOLI	araF b1901 JW1889
P0A870	TALB_ECOLI	talB yaaK b0008 JW0007
P45848	YCIQ_ECOLI	yciQ yciP b1268 JW5197
P0AFL3	PPIA_ECOLI	ppiA rot rotA b3363 JW3326
P35340	AHPF_ECOLI	ahpF b0606 JW0599
P76316	DCYD_ECOLI	dcyD yedO b1919 JW5313
P69856	NANC_ECOLI	nanC yjhA b4311 JW5778
P04846	NLPA_ECOLI	nlpA b3661 JW3635
P0A9Q5	ACCD_ECOLI	accD dedB usg b2316 JW2313
P0AES6	GYRB_ECOLI	gyrB acrB cou himB hisU nalC parA pcbA b3699 JW5625
P77718	THII_ECOLI	thiI yajK b0423 JW0413
P27843	YIGG_ECOLI	yigG b3818 JW5590
P26459	APPC_ECOLI	appC cbdA cyxA b0978 JW0960
P77425	ALLC_ECOLI	allC glxB7 ylbB b0516 JW0504
P60778	TSGA_ECOLI	tsgA gutS yhfC yhfH b3364 JW3327
P64471	YDHI_ECOLI	ydhI b1643 JW1635
P0DMC5	RCSC_ECOLI	rcsC b2218 JW5917/JW5920
P77726	YAJR_ECOLI	yajR b0427 JW5059
P0A7C2	LEXA_ECOLI	lexA exrA spr tsl umuA b4043 JW4003
P0A698	UVRA_ECOLI	uvrA dinE b4058 JW4019
P33941	YOJI_ECOLI	yojI yojJ b2211 JW2199
P0A6X3	HFQ_ECOLI	hfq b4172 JW4130
P27126	RFAS_ECOLI	rfaS b3629 JW3604
P0A917	OMPX_ECOLI	ompX ybiG b0814 JW0799
P76308	YECR_ECOLI	yecR b1904 JW1892
P15030	FECC_ECOLI	fecC b4289 JW4249
P45537	YHFK_ECOLI	yhfK b3358 JW5701
P37661	EPTB_ECOLI	eptB yhjW b3546 JW5660
P69367	MDTH_ECOLI	mdtH yceL b1065 JW1052
P33219	YEBF_ECOLI	yebF b1847 JW1836
P0A9Q7	ADHE_ECOLI	adhE ana b1241 JW1228
P0A915	OMPW_ECOLI	ompW yciD b1256 JW1248
P14081	SELB_ECOLI	selB fdhA b3590 JW3563
P13669	MNGR_ECOLI	mngR farR g30 ybgB b0730 JW0719
P45804	YHGE_ECOLI	yhgE b3402 JW3365
P37751	WBBK_ECOLI	wbbK yefI b2032 JW2017
P77179	RSXE_ECOLI	rsxE rnfE ydgQ b1632 JW1624
P77499	SUFC_ECOLI	sufC ynhD b1682 JW1672
P25519	HFLX_ECOLI	hflX b4173 JW4131
P0AE88	CPXR_ECOLI	cpxR yiiA b3912 JW3883
P00893	ILVI_ECOLI	ilvI b0077 JW0076
P0AC30	FTSX_ECOLI	ftsX ftsS b3462 JW3427
P0ADA3	NLPD_ECOLI	nlpD b2742 JW2712
P30850	RNB_ECOLI	rnb b1286 JW1279
P77504	YBBP_ECOLI	ybbP b0496 JW0485
P08390	USG_ECOLI	usg b2319 JW2316
P07024	USHA_ECOLI	ushA b0480 JW0469
P75783	YBIO_ECOLI	ybiO b0808 JW5108
P37662	YHJX_ECOLI	yhjX b3547 JW3516
P37626	YHII_ECOLI	yhiI b3487 JW3454
P0ACJ8	CRP_ECOLI	crp cap csm b3357 JW5702
P0ACB7	HEMY_ECOLI	hemY b3802 JW3774
P77285	RSXG_ECOLI	rsxG rnfG ydgP b1631 JW1623
P0AFI2	PARC_ECOLI	parC b3019 JW2987
P05459	PDXB_ECOLI	pdxB b2320 JW2317
P21645	LPXD_ECOLI	lpxD firA omsA b0179 JW0174
P07913	TDH_ECOLI	tdh b3616 JW3591
P39384	YJIM_ECOLI	yjiM b4335 JW5786
P0AD96	LIVJ_ECOLI	livJ b3460 JW3425
P25741	RFAP_ECOLI	rfaP waaP b3630 JW3605
P0AG84	YGHA_ECOLI	yghA b3003 JW2972
P0ABJ9	CYDA_ECOLI	cydA cyd-1 b0733 JW0722
P0AFK4	POTB_ECOLI	potB b1125 JW1111
P76417	YEGT_ECOLI	yegT b2098 JW2085
P24252	YBGA_ECOLI	ybgA b0707 JW0697
P19934	TOLA_ECOLI	tolA cim excC lky b0739 JW0729
P0ABJ6	CYOD_ECOLI	cyoD b0429 JW0419
P0AFS5	TQSA_ECOLI	tqsA ydgG b1601 JW1593
Q06067	ATOS_ECOLI	atoS b2219 JW2213
P31069	KCH_ECOLI	kch b1250 JW1242
P54901	CSIE_ECOLI	csiE b2535 JW5878
P0AAC6	YCCA_ECOLI	yccA b0970 JW0953
P0AEC3	ARCB_ECOLI	arcB b3210 JW5536
P0A6D7	AROK_ECOLI	aroK b3390 JW5947
P76186	YDHK_ECOLI	ydhK b1645 JW1637
P0A8E1	YCFP_ECOLI	ycfP b1108 JW5158
P37630	YHIM_ECOLI	yhiM b3491 JW5944
P08401	CREC_ECOLI	creC phoM b4399 JW4362
P77463	DDPC_ECOLI	ddpC yddQ b1485 JW1480
P27835	WZYE_ECOLI	wzyE wzy b3793 JW3769
P38054	CUSA_ECOLI	cusA ybdE b0575 JW0564
P77202	DSBG_ECOLI	dsbG ybdP b0604 JW0597
P0AD19	YOHK_ECOLI	yohK b2142 JW2130
P10907	UGPC_ECOLI	ugpC b3450 JW3415
P42590	YGJI_ECOLI	ygjI b3078 JW5512
P76536	YFEX_ECOLI	yfeX b2431 JW2424
P42640	YHBX_ECOLI	yhbX b3173 JW5534
P0AEE3	DEGS_ECOLI	degS hhoB htrH b3235 JW3204
P0AAF1	POTE_ECOLI	potE b0692 JW0679
P0AEI1	MIAB_ECOLI	miaB yleA b0661 JW0658
P77671	ALLB_ECOLI	allB glxB3 ybbX b0512 JW0500
P0AG90	SECD_ECOLI	secD b0408 JW0398
P13024	FDHE_ECOLI	fdhE b3891 JW3862
P11551	FUCP_ECOLI	fucP b2801 JW2772
P67153	YQFA_ECOLI	yqfA b2899 JW2867
P39356	YJHU_ECOLI	yjhU b4295 JW5952
P77488	DXS_ECOLI	dxs yajP b0420 JW0410
P0A8S1	ARGP_ECOLI	argP iciA b2916 JW2883
P60716	LIPA_ECOLI	lipA lip b0628 JW0623
P0ABP8	DEOD_ECOLI	deoD pup b4384 JW4347
P09424	MTLD_ECOLI	mtlD b3600 JW3574
P37643	YHJE_ECOLI	yhjE b3523 JW3491
P76402	YEGP_ECOLI	yegP b2080 JW5339
P75750	YBGQ_ECOLI	ybgQ b0718 JW5099
P24554	RADA_ECOLI	radA sms b4389 JW4352
P0A8W2	SLYA_ECOLI	slyA b1642 JW5267
P75806	YBJG_ECOLI	ybjG b0841 JW5112
P0AEX7	LIVH_ECOLI	livH b3457 JW3422
P0ACP7	PURR_ECOLI	purR b1658 JW1650
P0A8W8	YFBU_ECOLI	yfbU b2294 JW2291
P20083	PARE_ECOLI	parE nfxD b3030 JW2998
P76228	YNJI_ECOLI	ynjI b1762 JW5288
P31802	NARP_ECOLI	narP b2193 JW2181
P25714	YIDC_ECOLI	yidC b3705 JW3683
P24182	ACCC_ECOLI	accC fabG b3256 JW3224
P0C0S1	MSCS_ECOLI	mscS yggB b2924 JW2891
P77748	YDIJ_ECOLI	ydiJ b1687 JW1677
P05825	FEPA_ECOLI	fepA fep feuB b0584 JW5086
P37018	YADM_ECOLI	yadM b0138 JW0134
P18390	YJJA_ECOLI	yjjA b4360 JW5795
P0AGF6	TDCB_ECOLI	tdcB b3117 JW3088
P0ABI8	CYOB_ECOLI	cyoB b0431 JW0421
P75958	LOLE_ECOLI	lolE ycfW b1118 JW1104
P08400	PHOR_ECOLI	phoR nmpB b0400 JW0390
P0AAH0	PSTB_ECOLI	pstB phoT b3725 JW3703
P15977	MALQ_ECOLI	malQ malA b3416 JW3379
P22729	LIVM_ECOLI	livM b3456 JW3421
P0ABF6	CDD_ECOLI	cdd b2143 JW2131
P0AFJ7	PITA_ECOLI	pitA pit b3493 JW3460
P39379	YJIH_ECOLI	yjiH b4330 JW5783
P19926	AGP_ECOLI	agp b1002 JW0987
P61316	LOLA_ECOLI	lolA lplA yzzV b0891 JW0874
P0A6K6	DEOB_ECOLI	deoB drm thyR b4383 JW4346
P0AD65	MRDA_ECOLI	mrdA pbpA b0635 JW0630
P0ADS6	YGGE_ECOLI	yggE b2922 JW2889
P33129	HTRE_ECOLI	htrE b0139 JW0135
P0A6W5	GREA_ECOLI	greA b3181 JW3148
P0ACB0	DNAB_ECOLI	dnaB groP grpA b4052 JW4012
P77611	RSXC_ECOLI	rsxC rnfC ydgN b1629 JW1621
P0AEF0	DNAC_ECOLI	dnaC dnaD b4361 JW4325
P0AA67	RHTA_ECOLI	rhtA ybiF b0813 JW0798
P0AEG1	DPPC_ECOLI	dppC b3542 JW3511
P0AEB5	YNAI_ECOLI	ynaI b1330 JW1323
P03819	KEFC_ECOLI	kefC trkC b0047 JW0046
P0A8M6	YEEX_ECOLI	yeeX b2007 JW1989
P0ACW2	YDBJ_ECOLI	ydbJ b4529 JW5215
P0AG99	SECG_ECOLI	secG b3175 JW3142
P39344	IDNT_ECOLI	idnT gntW yjgT b4265 JW4222
P0AEY1	MARC_ECOLI	marC ydeB ydeC b1529 JW1522
P0ADA7	OSMB_ECOLI	osmB b1283 JW1275
P25743	YCHE_ECOLI	ychE b1242 JW1229
P0AG20	RELA_ECOLI	relA b2784 JW2755
P69853	DMSD_ECOLI	dmsD ynfI b1591 JW5262
Q46845	YGHU_ECOLI	yghU b2989 JW5492
P0A9F3	CYSB_ECOLI	cysB b1275 JW1267
P00946	MANA_ECOLI	manA pmi b1613 JW1605
P0AGM2	YICG_ECOLI	yicG b3646 JW3621
P0AB14	YCCJ_ECOLI	yccJ b1003 JW0988
P0AEC0	YOAE_ECOLI	yoaE b1816 JW1805
P75830	MACA_ECOLI	macA ybjY b0878 JW0862
P64592	YHAI_ECOLI	yhaI b3104 JW3075
P37652	BCSB_ECOLI	bcsB yhjN b3532 JW3500
P37636	MDTE_ECOLI	mdtE yhiU b3513 JW3481
P24173	RFAC_ECOLI	rfaC rfa-2 waaC yibC b3621 JW3596
P0A8K1	PSD_ECOLI	psd b4160 JW4121
P0A953	FABB_ECOLI	fabB fabC b2323 JW2320
P0AG00	WZZE_ECOLI	wzzE wzz yifC b3785 JW5601
P36561	COBS_ECOLI	cobS b1992 JW1970
P30859	ARTI_ECOLI	artI b0863 JW0847
P60061	ADIC_ECOLI	adiC aniC yjdD yjdE b4115 JW4076
P0AGH3	SAPB_ECOLI	sapB b1293 JW1286
P0AEP3	GALU_ECOLI	galU ychD b1236 JW1224
